StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q2_1,Q3,Q4,Q4_1_TEXT,Q5,Q5_5_TEXT,Q6,Q6_4_TEXT,Q7,Q7_8_TEXT,Q8,Q8_5_TEXT,Q9,Q10
2023-11-21 12:08:18,2023-11-21 12:19:56,IP Address,165.189.255.46,100,698,True,2023-11-21 12:19:57,R_3FJ5OST07atzkVj,,,,,43.0725,-89.4491,anonymous,EN,4,4,Very effective,"Yes (If yes, please specify)","Inland trout anglers are nearly all shoreline anglers. Trout Unlimited is a group we frequently collaborate with. If trout fishing is considered shoreline angling (which I think it is), then shoreline angling is by far the most common type of angling in the area I cover (i.e., non-Miss R. waterbodies in Monroe, Vernon, La Crosse and Crawford Counties).  ","Lack of knowledge of how to communicate and engage with shoreline anglers,Other (Please specify)","Again, if we are considering trout anglers shoreline anglers, than, from my perspective, I think we do a pretty good job.","Yes (If yes, please share examples)","Streamside electrofishing demonstrations, engaging anglers on the stream while engaged in field work, attending TU meetings and sharing information with them. Being an active stream angler and part of the local angling community also helps.","Unsure,Other (Please specify)","You might need to specify if you are considering trout anglers shoreline anglers or not, because including them or excluding them would change my response.",Unsure,,,
2023-11-21 15:36:05,2023-11-21 15:38:54,IP Address,165.189.255.34,100,169,True,2023-11-21 15:38:54,R_2ePXJpYKLze162F,,,,,43.0725,-89.4491,anonymous,EN,4,4,Slightly effective,Unsure,,"Limited knowledge of shoreline angler perspectives and interests,Lack of knowledge of how to communicate and engage with shoreline anglers,Limited participation/engagement from shoreline anglers,Lack of organizational structure among shoreline anglers",,No,,"Targeted online education and outreach initiatives,User-friendly online surveys,Establish a task group for shoreline anglers and shoreline angling opportunities,Partner with local community groups",,Unsure,,,
2023-11-24 14:32:05,2023-11-24 14:49:53,IP Address,165.189.255.45,100,1068,True,2023-11-24 14:49:54,R_ddogVkCOltMzrTX,,,,,43.0725,-89.4491,anonymous,EN,3,3,Moderately effective,"Yes (If yes, please specify)","Statewide boat and shorefishing access mapping application.  In the COVID pandemic shorefishing opportunities for ""Fish Near Home"" were compiled, but not released (as I recall).","Limited knowledge of shoreline angler perspectives and interests,Lack of knowledge of how to communicate and engage with shoreline anglers,Limited participation/engagement from shoreline anglers,Lack of organizational structure among shoreline anglers,Other (Please specify)","Valid assumption that managing sportfish populations and public access according to the preferences of anglers in general will include the subset of anglers who fish from shore. ","Yes (If yes, please share examples)",Signage and feedback opportunities at developed and undeveloped shorefishing access points.,"Targeted online education and outreach initiatives,Unsure",,No,,,No.  Questions from anglers about shorefishing and shorefishing access represent a very small percentage of the inquiries that I answer each year in northern Wisconsin.
2023-11-27 06:27:43,2023-11-27 06:28:44,IP Address,165.189.255.59,100,61,True,2023-11-27 06:28:45,R_1rf4lr6w62sANb6,,,,,43.1228,-89.3841,anonymous,EN,5,5,Not effective at all,Unsure,,"Limited participation/engagement from shoreline anglers,Lack of organizational structure among shoreline anglers",,Unsure,,"User-friendly online surveys,Establish a task group for shoreline anglers and shoreline angling opportunities,Partner with local community groups",,Unsure,,,
2023-11-27 06:33:03,2023-11-27 06:38:02,IP Address,165.189.255.35,100,299,True,2023-11-27 06:38:02,R_22Q4XzLOABm0SKk,,,,,43.0725,-89.4491,anonymous,EN,5,5,Very effective,"Yes (If yes, please specify)",Trout angling groups such as Trout Unlimited are great partners and play a large role in management decisions in the driftless area.,Limited knowledge of shoreline angler perspectives and interests,,"Yes (If yes, please share examples)",Local meetings with stakeholder groups such as Trout Unlimited and Sportsmen Clubs,"Targeted online education and outreach initiatives,User-friendly online surveys,Partner with local community groups",,Unsure,,,
2023-11-27 06:41:37,2023-11-27 06:48:30,IP Address,165.189.255.46,100,412,True,2023-11-27 06:48:31,R_1LG8OBiFqbJ9Uox,,,,,43.0725,-89.4491,anonymous,EN,3,5,Moderately effective,"Yes (If yes, please specify)","When making Lake Michigan management/stocking decisions, we solicit input from all stakeholders including shoreline anglers and angler groups.",Other (Please specify),Lack of shoreline fishing and shoreline angler specific/directed conversations,Unsure,,"Targeted online education and outreach initiatives,Partner with local community groups",,Unsure,,,
2023-11-27 06:55:43,2023-11-27 07:17:29,IP Address,165.189.255.44,100,1306,True,2023-11-27 07:17:30,R_1jwwKXU46W01uFy,,,,,43.0725,-89.4491,anonymous,EN,3,3,Slightly effective,"Yes (If yes, please specify)",Reporting fishing shoreline fishing access points in the new fishing app and within the current surface water data viewer. Creel surveys occur target all anglers but focuses on boat launches and may miss some shoreline areas when getting catch information. Some bus route trout creels occur that likely intercept shore anglers.,"Lack of knowledge of how to communicate and engage with shoreline anglers,Lack of organizational structure among shoreline anglers,Other (Please specify)","The barrier seems more of how to effectively engage and communicate. Fisheries management engages with the angling community in a number of ways such as online posts and reports, creel surveys, in person meetings. What is an effective way that accurately represents and engages the shoreline angling group is unknown.",Unsure,,Unsure,,Unsure,,,"Having an understanding of what proportion of the angling community shoreline anglers represent within the entire angling community and the various angling strata (great lakes, rivers, streams, inland lakes) would be useful. This also may be geographically distinct. Maybe shoreline is more important for the great lakes areas and trout streams vs inland lakes."
2023-11-27 10:48:29,2023-11-27 10:55:10,IP Address,165.189.255.34,100,400,True,2023-11-27 10:55:10,R_1P8mMzj7a027QNG,,,,,43.0725,-89.4491,anonymous,EN,4,4,Moderately effective,"Yes (If yes, please specify)","Normal rules making processes and normal stocking decision processes; Pier planning and grants processes, etc.;  Creel surveys, etc.",Other (Please specify),This is a biased question - I don't feel that there are barriers or extra challenges;  Most shore anglers also fish from boats and vice-versa,"Yes (If yes, please share examples)",Creel surveys,"User-friendly online surveys,Other (Please specify)",Nothing special needs to be done - they are already adequately represented and heard from,Yes (Please provide an example),Creel surveys and normal rule and decision making processes,They are already adequately represented,They are adequately represented
2023-11-29 06:42:57,2023-11-29 06:56:47,IP Address,165.189.255.35,100,829,True,2023-11-29 06:56:47,R_2XhxvfkgZDeVqZ9,,,,,43.0725,-89.4491,anonymous,EN,4,3,Slightly effective,Unsure,,"Limited knowledge of shoreline angler perspectives and interests,Lack of knowledge of how to communicate and engage with shoreline anglers,Limited participation/engagement from shoreline anglers,Other (Please specify)",Popularity of boating; Strength of boating industry lobby,No,,"Targeted online education and outreach initiatives,Host public meetings specifically for shoreline anglers,Partner with local community groups,Other (Please specify)","Outreach to municipal and county governments who could promote shoreline opportunities more effectively at the municipal and county levels. Hire multi-lingual staff to improve communication and translation between and among non-English-speaking shoreline anglers. ",No,,,
2023-11-30 13:20:12,2023-11-30 13:22:48,IP Address,165.189.255.46,100,155,True,2023-11-30 13:22:49,R_2Eiq0bfzwpvd8gO,,,,,43.0725,-89.4491,anonymous,EN,5,5,Not effective at all,No,,"Limited knowledge of shoreline angler perspectives and interests,Lack of knowledge of how to communicate and engage with shoreline anglers,Lack of organizational structure among shoreline anglers",,No,,"Targeted online education and outreach initiatives,User-friendly online surveys,Other (Please specify)",Communication of participation opportunities through signage at shoreline congregation areas,No,,,"The program has a poor track record of development of QUALITY shoreline angling opportunities has "
2023-11-30 13:46:22,2023-11-30 13:51:31,IP Address,165.189.255.46,100,308,True,2023-11-30 13:51:31,R_2a8rmRR7Dkk98ML,,,,,43.0725,-89.4491,anonymous,EN,5,3,Slightly effective,Unsure,,Limited participation/engagement from shoreline anglers,,Unsure,,"Targeted online education and outreach initiatives,Establish a task group for shoreline anglers and shoreline angling opportunities,Partner with local community groups",,Unsure,,,
2023-12-05 13:24:56,2023-12-05 13:39:31,IP Address,165.189.255.43,100,875,True,2023-12-05 13:39:32,R_22VbjaCfnwe1OfB,,,,,43.0725,-89.4491,anonymous,EN,4,4,Slightly effective,"Yes (If yes, please specify)","From my experience, we do not preferentially target any one particular angler group in fisheries management discussions. ","Limited participation/engagement from shoreline anglers,Lack of organizational structure among shoreline anglers",,No,,"User-friendly online surveys,Partner with local community groups",,No,,better target communication/inclusion in management discussions/meetings,
